date,strdate,url,issue,
7/9/1864,July 9,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66&img=1&zoom=3&hl=en&sig=ACfU3U2072B_dk-D3kJkPxTRQsYJdGhixw&ci=102%2C255%2C787%2C142&edge=0,Jan 1865,
7/16/1864,July 16,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66&img=1&zoom=3&hl=en&sig=ACfU3U2072B_dk-D3kJkPxTRQsYJdGhixw&ci=102%2C255%2C787%2C142&edge=0,Jan 1865,
7/23/1864,July 23,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66&img=1&zoom=3&hl=en&sig=ACfU3U2072B_dk-D3kJkPxTRQsYJdGhixw&ci=102%2C255%2C787%2C142&edge=0,Jan 1865,
7/30/1864,July 30,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66&img=1&zoom=3&hl=en&sig=ACfU3U2072B_dk-D3kJkPxTRQsYJdGhixw&ci=102%2C255%2C787%2C142&edge=0,Jan 1865,
8/6/1864,August 6,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66&img=1&zoom=3&hl=en&sig=ACfU3U2072B_dk-D3kJkPxTRQsYJdGhixw&ci=89%2C364%2C801%2C119&edge=0,Jan 1865,
8/13/1864,August 13,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66&img=1&zoom=3&hl=en&sig=ACfU3U2072B_dk-D3kJkPxTRQsYJdGhixw&ci=89%2C364%2C801%2C119&edge=0,Jan 1865,
8/20/1864,August 20,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66&img=1&zoom=3&hl=en&sig=ACfU3U2072B_dk-D3kJkPxTRQsYJdGhixw&ci=89%2C364%2C801%2C119&edge=0,Jan 1865,
8/27/1864,August 27,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66&img=1&zoom=3&hl=en&sig=ACfU3U2072B_dk-D3kJkPxTRQsYJdGhixw&ci=89%2C364%2C801%2C119&edge=0,Jan 1865,
9/3/1864,September 3,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66&img=1&zoom=3&hl=en&sig=ACfU3U2072B_dk-D3kJkPxTRQsYJdGhixw&ci=102%2C434%2C789%2C124&edge=0,Jan 1865,
9/10/1864,September 10,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66&img=1&zoom=3&hl=en&sig=ACfU3U2072B_dk-D3kJkPxTRQsYJdGhixw&ci=102%2C434%2C789%2C124&edge=0,Jan 1865,
9/17/1864,September 17,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66&img=1&zoom=3&hl=en&sig=ACfU3U2072B_dk-D3kJkPxTRQsYJdGhixw&ci=102%2C434%2C789%2C124&edge=0,Jan 1865,
9/24/1864,September 24,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66&img=1&zoom=3&hl=en&sig=ACfU3U2072B_dk-D3kJkPxTRQsYJdGhixw&ci=102%2C434%2C789%2C124&edge=0,Jan 1865,
10/1/1864,October 1,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66&img=1&zoom=3&hl=en&sig=ACfU3U2072B_dk-D3kJkPxTRQsYJdGhixw&ci=116%2C525%2C762%2C145&edge=0,Jan 1865,
10/8/1864,October 8,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66&img=1&zoom=3&hl=en&sig=ACfU3U2072B_dk-D3kJkPxTRQsYJdGhixw&ci=116%2C525%2C762%2C145&edge=0,Jan 1865,
10/15/1864,October 15,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66&img=1&zoom=3&hl=en&sig=ACfU3U2072B_dk-D3kJkPxTRQsYJdGhixw&ci=116%2C525%2C762%2C145&edge=0,Jan 1865,
10/22/1864,October 22,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66&img=1&zoom=3&hl=en&sig=ACfU3U2072B_dk-D3kJkPxTRQsYJdGhixw&ci=116%2C525%2C762%2C145&edge=0,Jan 1865,
10/29/1864,October 29,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66&img=1&zoom=3&hl=en&sig=ACfU3U2072B_dk-D3kJkPxTRQsYJdGhixw&ci=116%2C525%2C762%2C145&edge=0,Jan 1865,
11/5/1864,November 5,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66&img=1&zoom=3&hl=en&sig=ACfU3U2072B_dk-D3kJkPxTRQsYJdGhixw&ci=112%2C631%2C769%2C122&edge=0,Jan 1865,
11/12/1864,November 12,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66&img=1&zoom=3&hl=en&sig=ACfU3U2072B_dk-D3kJkPxTRQsYJdGhixw&ci=112%2C631%2C769%2C122&edge=0,Jan 1865,
11/19/1864,November 19,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66&img=1&zoom=3&hl=en&sig=ACfU3U2072B_dk-D3kJkPxTRQsYJdGhixw&ci=112%2C631%2C769%2C122&edge=0,Jan 1865,
11/26/1864,November 26,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66&img=1&zoom=3&hl=en&sig=ACfU3U2072B_dk-D3kJkPxTRQsYJdGhixw&ci=112%2C631%2C769%2C122&edge=0,Jan 1865,
12/3/1864,December 3,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66&img=1&zoom=3&hl=en&sig=ACfU3U2072B_dk-D3kJkPxTRQsYJdGhixw&ci=104%2C714%2C780%2C105&edge=0,Jan 1865,
12/12/1864,December 12,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66&img=1&zoom=3&hl=en&sig=ACfU3U2072B_dk-D3kJkPxTRQsYJdGhixw&ci=104%2C714%2C780%2C105&edge=0,Jan 1865,
12/19/1864,December 19,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66&img=1&zoom=3&hl=en&sig=ACfU3U2072B_dk-D3kJkPxTRQsYJdGhixw&ci=104%2C714%2C780%2C105&edge=0,Jan 1865,
12/26/1864,December 26,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66&img=1&zoom=3&hl=en&sig=ACfU3U2072B_dk-D3kJkPxTRQsYJdGhixw&ci=104%2C714%2C780%2C105&edge=0,Jan 1865,
1/7/1865,January 7,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47&img=1&zoom=3&hl=en&sig=ACfU3U2t878woNGAIl_7pglrupoQ0dsDYw&ci=96%2C854%2C771%2C129&edge=0,Jul 1865,
1/14/1865,January 14,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47&img=1&zoom=3&hl=en&sig=ACfU3U2t878woNGAIl_7pglrupoQ0dsDYw&ci=96%2C854%2C771%2C129&edge=0,Jul 1865,
1/21/1865,January 21,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47&img=1&zoom=3&hl=en&sig=ACfU3U2t878woNGAIl_7pglrupoQ0dsDYw&ci=96%2C854%2C771%2C129&edge=0,Jul 1865,
1/28/1865,January 28,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47&img=1&zoom=3&hl=en&sig=ACfU3U2t878woNGAIl_7pglrupoQ0dsDYw&ci=96%2C854%2C771%2C129&edge=0,Jul 1865,
2/4/1865,February 4,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47&img=1&zoom=3&hl=en&sig=ACfU3U2t878woNGAIl_7pglrupoQ0dsDYw&ci=93%2C946%2C765%2C120&edge=0,Jul 1865,
2/11/1865,February 11,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47&img=1&zoom=3&hl=en&sig=ACfU3U2t878woNGAIl_7pglrupoQ0dsDYw&ci=93%2C946%2C765%2C120&edge=0,Jul 1865,
2/18/1865,February 18,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47&img=1&zoom=3&hl=en&sig=ACfU3U2t878woNGAIl_7pglrupoQ0dsDYw&ci=93%2C946%2C765%2C120&edge=0,Jul 1865,
2/25/1865,February 25,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47&img=1&zoom=3&hl=en&sig=ACfU3U2t878woNGAIl_7pglrupoQ0dsDYw&ci=93%2C946%2C765%2C120&edge=0,Jul 1865,
3/4/1865,March 4,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47&img=1&zoom=3&hl=en&sig=ACfU3U2t878woNGAIl_7pglrupoQ0dsDYw&ci=89%2C1028%2C777%2C116&edge=0,Jul 1865,
3/11/1865,March 11,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47&img=1&zoom=3&hl=en&sig=ACfU3U2t878woNGAIl_7pglrupoQ0dsDYw&ci=89%2C1028%2C777%2C116&edge=0,Jul 1865,
3/18/1865,March 18,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47&img=1&zoom=3&hl=en&sig=ACfU3U2t878woNGAIl_7pglrupoQ0dsDYw&ci=89%2C1028%2C777%2C116&edge=0,Jul 1865,
3/25/1865,March 25,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47&img=1&zoom=3&hl=en&sig=ACfU3U2t878woNGAIl_7pglrupoQ0dsDYw&ci=89%2C1028%2C777%2C116&edge=0,Jul 1865,
4/1/1865,April 1,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47&img=1&zoom=3&hl=en&sig=ACfU3U2t878woNGAIl_7pglrupoQ0dsDYw&ci=99%2C1106%2C759%2C140&edge=0,Jul 1865,
4/8/1865,April 8,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47&img=1&zoom=3&hl=en&sig=ACfU3U2t878woNGAIl_7pglrupoQ0dsDYw&ci=99%2C1106%2C759%2C140&edge=0,Jul 1865,
4/15/1865,April 15,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47&img=1&zoom=3&hl=en&sig=ACfU3U2t878woNGAIl_7pglrupoQ0dsDYw&ci=99%2C1106%2C759%2C140&edge=0,Jul 1865,
4/22/1865,April 22,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47&img=1&zoom=3&hl=en&sig=ACfU3U2t878woNGAIl_7pglrupoQ0dsDYw&ci=99%2C1106%2C759%2C140&edge=0,Jul 1865,
4/29/1865,April 29,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47&img=1&zoom=3&hl=en&sig=ACfU3U2t878woNGAIl_7pglrupoQ0dsDYw&ci=99%2C1106%2C759%2C140&edge=0,Jul 1865,
5/5/1865,May 5,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47&img=1&zoom=3&hl=en&sig=ACfU3U2t878woNGAIl_7pglrupoQ0dsDYw&ci=86%2C1213%2C771%2C118&edge=0,Jul 1865,
5/12/1865,May 12,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47&img=1&zoom=3&hl=en&sig=ACfU3U2t878woNGAIl_7pglrupoQ0dsDYw&ci=86%2C1213%2C771%2C118&edge=0,Jul 1865,
5/19/1865,May 19,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47&img=1&zoom=3&hl=en&sig=ACfU3U2t878woNGAIl_7pglrupoQ0dsDYw&ci=86%2C1213%2C771%2C118&edge=0,Jul 1865,
5/24/1865,May 24,http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA33&img=1&zoom=3&hl=en&sig=ACfU3U16X2vBuuy6h_4w7gpolnr4KULBtQ&ci=101%2C641%2C776%2C105&edge=0,July 1862,
5/26/1865,May 26,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47&img=1&zoom=3&hl=en&sig=ACfU3U2t878woNGAIl_7pglrupoQ0dsDYw&ci=86%2C1213%2C771%2C118&edge=0,Jul 1865,
6/2/1865,June 2,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47&img=1&zoom=3&hl=en&sig=ACfU3U2t878woNGAIl_7pglrupoQ0dsDYw&ci=96%2C1299%2C761%2C152&edge=0,Jul 1865,
6/9/1865,June 9,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47&img=1&zoom=3&hl=en&sig=ACfU3U2t878woNGAIl_7pglrupoQ0dsDYw&ci=96%2C1299%2C761%2C152&edge=0,Jul 1865,
6/16/1865,June 16,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47&img=1&zoom=3&hl=en&sig=ACfU3U2t878woNGAIl_7pglrupoQ0dsDYw&ci=96%2C1299%2C761%2C152&edge=0,Jul 1865,
6/23/1865,June 23,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47&img=1&zoom=3&hl=en&sig=ACfU3U2t878woNGAIl_7pglrupoQ0dsDYw&ci=96%2C1299%2C761%2C152&edge=0,Jul 1865,
6/30/1865,June 30,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47&img=1&zoom=3&hl=en&sig=ACfU3U2t878woNGAIl_7pglrupoQ0dsDYw&ci=96%2C1299%2C761%2C152&edge=0,Jul 1865,
7/7/1865,July 7,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47&img=1&zoom=3&hl=en&sig=ACfU3U2t878woNGAIl_7pglrupoQ0dsDYw&ci=96%2C1299%2C761%2C152&edge=0,Jul 1865,
7/14/1865,July 14,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA139&img=1&zoom=3&hl=en&sig=ACfU3U0wac_rs99939kIOeanKXGcjA_5lQ&ci=59%2C619%2C791%2C108&edge=0,Aug 1865,
7/21/1865,July 21,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA139&img=1&zoom=3&hl=en&sig=ACfU3U0wac_rs99939kIOeanKXGcjA_5lQ&ci=59%2C619%2C791%2C108&edge=0,Aug 1865,
7/28/1865,July 28,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA139&img=1&zoom=3&hl=en&sig=ACfU3U0wac_rs99939kIOeanKXGcjA_5lQ&ci=59%2C619%2C791%2C108&edge=0,Aug 1865,
8/5/1865,August 5,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA229&img=1&zoom=3&hl=en&sig=ACfU3U3l-cspwiTHMBAAicElpqdUf_Pijw&ci=63%2C688%2C799%2C118&edge=0,Sept 1865,
8/12/1865,August 12,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA229&img=1&zoom=3&hl=en&sig=ACfU3U3l-cspwiTHMBAAicElpqdUf_Pijw&ci=63%2C688%2C799%2C118&edge=0,Sept 1865,
8/19/1865,August 19,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA229&img=1&zoom=3&hl=en&sig=ACfU3U3l-cspwiTHMBAAicElpqdUf_Pijw&ci=63%2C688%2C799%2C118&edge=0,Sept 1865,
8/26/1865,August 26,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA229&img=1&zoom=3&hl=en&sig=ACfU3U3l-cspwiTHMBAAicElpqdUf_Pijw&ci=63%2C688%2C799%2C118&edge=0,Sept 1865,
9/2/1865,September 2,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA377&img=1&zoom=3&hl=en&sig=ACfU3U2PVJIGz8YGj6kdzwPLfdDt6ZTkfg&ci=77%2C1256%2C769%2C116&edge=0,Nov 1865,
9/9/1865,September 9,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA377&img=1&zoom=3&hl=en&sig=ACfU3U2PVJIGz8YGj6kdzwPLfdDt6ZTkfg&ci=77%2C1256%2C769%2C116&edge=0,Nov 1865,
9/16/1865,September 16,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA377&img=1&zoom=3&hl=en&sig=ACfU3U2PVJIGz8YGj6kdzwPLfdDt6ZTkfg&ci=77%2C1256%2C769%2C116&edge=0,Nov 1865,
9/23/1865,September 23,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA377&img=1&zoom=3&hl=en&sig=ACfU3U2PVJIGz8YGj6kdzwPLfdDt6ZTkfg&ci=77%2C1256%2C769%2C116&edge=0,Nov 1865,
9/30/1865,September 30,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA377&img=1&zoom=3&hl=en&sig=ACfU3U2PVJIGz8YGj6kdzwPLfdDt6ZTkfg&ci=77%2C1256%2C769%2C116&edge=0,Nov 1865,
10/7/1865,October 7,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA377&img=1&zoom=3&hl=en&sig=ACfU3U2PVJIGz8YGj6kdzwPLfdDt6ZTkfg&ci=84%2C1345%2C766%2C109&edge=0,Nov 1865,
10/14/1865,October 14,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA377&img=1&zoom=3&hl=en&sig=ACfU3U2PVJIGz8YGj6kdzwPLfdDt6ZTkfg&ci=84%2C1345%2C766%2C109&edge=0,Nov 1865,
10/21/1865,October 21,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA377&img=1&zoom=3&hl=en&sig=ACfU3U2PVJIGz8YGj6kdzwPLfdDt6ZTkfg&ci=84%2C1345%2C766%2C109&edge=0,Nov 1865,
10/28/1865,October 28,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA377&img=1&zoom=3&hl=en&sig=ACfU3U2PVJIGz8YGj6kdzwPLfdDt6ZTkfg&ci=84%2C1345%2C766%2C109&edge=0,Nov 1865,
11/4/1865,November 4,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA463&img=1&zoom=3&hl=en&sig=ACfU3U0U7qm1-TY0GCr-a0uLS5GJBVuJUg&ci=115%2C405%2C757%2C107&edge=0,Dec 1865,
11/11/1865,November 11,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA463&img=1&zoom=3&hl=en&sig=ACfU3U0U7qm1-TY0GCr-a0uLS5GJBVuJUg&ci=115%2C405%2C757%2C107&edge=0,Dec 1865,
11/18/1865,November 18,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA463&img=1&zoom=3&hl=en&sig=ACfU3U0U7qm1-TY0GCr-a0uLS5GJBVuJUg&ci=115%2C405%2C757%2C107&edge=0,Dec 1865,
11/25/1865,November 25,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA463&img=1&zoom=3&hl=en&sig=ACfU3U0U7qm1-TY0GCr-a0uLS5GJBVuJUg&ci=115%2C405%2C757%2C107&edge=0,Dec 1865,
12/1/1865,December 1,http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA85&img=1&zoom=3&hl=en&sig=ACfU3U3VV0l5dHJSGjML-jdj5QacOAIwug&ci=78%2C1033%2C774%2C144&edge=0,Jan 1866,
12/8/1865,December 8,http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA85&img=1&zoom=3&hl=en&sig=ACfU3U3VV0l5dHJSGjML-jdj5QacOAIwug&ci=78%2C1033%2C774%2C144&edge=0,Jan 1866,
12/15/1865,December 15,http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA85&img=1&zoom=3&hl=en&sig=ACfU3U3VV0l5dHJSGjML-jdj5QacOAIwug&ci=78%2C1033%2C774%2C144&edge=0,Jan 1866,
12/22/1865,December 22,http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA85&img=1&zoom=3&hl=en&sig=ACfU3U3VV0l5dHJSGjML-jdj5QacOAIwug&ci=78%2C1033%2C774%2C144&edge=0,Jan 1866,
12/29/1865,December 29,http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA85&img=1&zoom=3&hl=en&sig=ACfU3U3VV0l5dHJSGjML-jdj5QacOAIwug&ci=78%2C1033%2C774%2C144&edge=0,Jan 1866,